"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","946,505","464,256","482,249","96.3","51,750","52,156","61,775","65,473","70,146","131,180","120,263","127,587","63,150","58,475","86,885","40,226","17,439","38.4","201,568","768,803","744,937","699,796","178,810","144,550","744,937","362,621","382,316","94.8","144,550","63,130","81,420","77.5","","946,505","837,833","108,672","837,833","351,085","32,089","13,717","188","200","705","76","226,917","8,331","118,304","43,062","6,916","15,531","13,988","20,785","2,221","473","280","550","918","211,804","108,672","4,478","4,638","8,714","305","","946,505","444,391","41,045","31,147","243,080","6,493","296,690","","946,505","514,309","434,548","4,637","3,824","71,300","432,196","151,369","30,087","2,565","224,272","1,949","2,781","19,173","1,928","17,245","282,973","","627,890","303,479","324,411"
"    Percent","","946,505","49.0%","51.0%","(X)","5.5%","5.5%","6.5%","6.9%","7.4%","13.9%","12.7%","13.5%","6.7%","6.2%","9.2%","4.2%","1.8%","(X)","21.3%","81.2%","78.7%","73.9%","18.9%","15.3%","744,937","48.7%","51.3%","(X)","144,550","43.7%","56.3%","(X)","","946,505","88.5%","11.5%","88.5%","37.1%","3.4%","1.4%","0.0%","0.0%","0.1%","0.0%","24.0%","0.9%","12.5%","4.5%","0.7%","1.6%","1.5%","2.2%","0.2%","0.0%","0.0%","0.1%","0.1%","22.4%","11.5%","0.5%","0.5%","0.9%","0.0%","","946,505","47.0%","4.3%","3.3%","25.7%","0.7%","31.3%","","946,505","54.3%","45.9%","0.5%","0.4%","7.5%","45.7%","16.0%","3.2%","0.3%","23.7%","0.2%","0.3%","2.0%","0.2%","1.8%","(X)","","627,890","48.3%","51.7%"
"Inglewood CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","376,709","184,853","191,856","96.3","24,443","25,538","25,347","23,834","24,901","62,029","51,777","50,861","22,731","21,613","26,522","11,982","5,131","35.4","90,099","295,875","286,610","272,659","55,930","43,635","286,610","138,716","147,894","93.8","43,635","18,579","25,056","74.1","","376,709","330,288","46,421","330,288","105,180","101,913","4,945","51","3","35","40","31,931","1,883","3,076","7,948","6,070","4,489","4,622","3,843","1,708","133","283","478","814","84,611","46,421","2,930","1,447","2,537","747","","376,709","146,575","109,062","9,276","37,732","2,784","120,953","","376,709","203,586","145,542","2,317","1,934","53,793","173,123","29,272","99,234","661","31,058","1,522","2,319","9,057","1,462","7,595","127,798","","223,601","107,072","116,529"
"    Percent","","376,709","49.1%","50.9%","(X)","6.5%","6.8%","6.7%","6.3%","6.6%","16.5%","13.7%","13.5%","6.0%","5.7%","7.0%","3.2%","1.4%","(X)","23.9%","78.5%","76.1%","72.4%","14.8%","11.6%","286,610","48.4%","51.6%","(X)","43,635","42.6%","57.4%","(X)","","376,709","87.7%","12.3%","87.7%","27.9%","27.1%","1.3%","0.0%","0.0%","0.0%","0.0%","8.5%","0.5%","0.8%","2.1%","1.6%","1.2%","1.2%","1.0%","0.5%","0.0%","0.1%","0.1%","0.2%","22.5%","12.3%","0.8%","0.4%","0.7%","0.2%","","376,709","38.9%","29.0%","2.5%","10.0%","0.7%","32.1%","","376,709","54.0%","38.6%","0.6%","0.5%","14.3%","46.0%","7.8%","26.3%","0.2%","8.2%","0.4%","0.6%","2.4%","0.4%","2.0%","(X)","","223,601","47.9%","52.1%"
"Long Beach-Lakewood CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","576,439","283,425","293,014","96.7","34,436","32,808","36,559","35,347","39,880","98,265","81,333","75,377","37,400","34,328","43,956","17,678","9,072","36.2","123,565","465,721","452,874","429,651","90,944","70,706","452,874","219,777","233,097","94.3","70,706","31,112","39,594","78.6","","576,439","524,507","51,932","524,507","267,412","64,911","5,617","204","15","187","32","80,156","2,691","6,718","30,716","3,468","4,536","3,665","28,362","3,225","437","406","1,030","1,352","103,186","51,932","4,209","2,483","6,925","979","","576,439","312,836","75,092","12,396","92,076","6,395","135,089","","576,439","248,486","201,900","3,968","2,147","40,471","327,953","162,804","62,301","1,252","78,036","3,098","2,051","18,411","1,733","16,678","216,131","","390,012","188,904","201,108"
"    Percent","","576,439","49.2%","50.8%","(X)","6.0%","5.7%","6.3%","6.1%","6.9%","17.0%","14.1%","13.1%","6.5%","6.0%","7.6%","3.1%","1.6%","(X)","21.4%","80.8%","78.6%","74.5%","15.8%","12.3%","452,874","48.5%","51.5%","(X)","70,706","44.0%","56.0%","(X)","","576,439","91.0%","9.0%","91.0%","46.4%","11.3%","1.0%","0.0%","0.0%","0.0%","0.0%","13.9%","0.5%","1.2%","5.3%","0.6%","0.8%","0.6%","4.9%","0.6%","0.1%","0.1%","0.2%","0.2%","17.9%","9.0%","0.7%","0.4%","1.2%","0.2%","","576,439","54.3%","13.0%","2.2%","16.0%","1.1%","23.4%","","576,439","43.1%","35.0%","0.7%","0.4%","7.0%","56.9%","28.2%","10.8%","0.2%","13.5%","0.5%","0.4%","3.2%","0.3%","2.9%","(X)","","390,012","48.4%","51.6%"
"Los Angeles CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,561,060","1,280,797","1,280,263","100.0","139,101","136,923","143,674","151,923","189,606","491,044","379,718","324,094","148,580","132,473","188,868","89,110","45,946","35.7","502,333","2,114,255","2,058,727","1,952,972","399,361","323,924","2,058,727","1,022,150","1,036,577","98.6","323,924","140,581","183,343","76.7","","2,561,060","2,319,083","241,977","2,319,083","1,071,966","290,430","26,092","502","46","738","186","313,494","21,472","68,659","67,703","24,348","87,176","11,925","32,211","4,196","1,282","489","1,044","1,381","612,905","241,977","18,142","9,341","33,733","3,635","","2,561,060","1,288,670","331,061","51,771","362,617","11,837","775,153","","2,561,060","1,223,298","798,311","12,271","8,514","404,202","1,337,762","651,024","280,672","4,193","309,516","3,475","11,942","76,940","9,920","67,020","1,055,193","","1,585,903","778,328","807,575"
"    Percent","","2,561,060","50.0%","50.0%","(X)","5.4%","5.3%","5.6%","5.9%","7.4%","19.2%","14.8%","12.7%","5.8%","5.2%","7.4%","3.5%","1.8%","(X)","19.6%","82.6%","80.4%","76.3%","15.6%","12.6%","2,058,727","49.6%","50.4%","(X)","323,924","43.4%","56.6%","(X)","","2,561,060","90.6%","9.4%","90.6%","41.9%","11.3%","1.0%","0.0%","0.0%","0.0%","0.0%","12.2%","0.8%","2.7%","2.6%","1.0%","3.4%","0.5%","1.3%","0.2%","0.1%","0.0%","0.0%","0.1%","23.9%","9.4%","0.7%","0.4%","1.3%","0.1%","","2,561,060","50.3%","12.9%","2.0%","14.2%","0.5%","30.3%","","2,561,060","47.8%","31.2%","0.5%","0.3%","15.8%","52.2%","25.4%","11.0%","0.2%","12.1%","0.1%","0.5%","3.0%","0.4%","2.6%","(X)","","1,585,903","49.1%","50.9%"
"Newhall CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","270,744","137,601","133,143","103.3","17,995","17,574","20,993","19,337","16,121","36,650","36,604","40,517","18,614","16,192","18,297","8,508","3,342","36.8","69,191","209,400","201,553","191,930","39,187","30,147","201,553","102,325","99,228","103.1","30,147","12,959","17,188","75.4","","270,744","234,479","36,265","234,479","161,876","11,952","2,488","63","0","43","19","31,528","4,827","3,776","11,571","1,411","5,634","932","3,377","906","38","76","136","656","25,729","36,265","3,281","2,242","4,130","377","","270,744","195,318","17,848","6,532","38,045","2,444","49,737","","270,744","94,432","66,411","1,965","1,642","24,414","176,312","118,861","11,242","511","30,395","887","1,472","12,944","1,924","11,020","88,031","","183,295","93,740","89,555"
"    Percent","","270,744","50.8%","49.2%","(X)","6.6%","6.5%","7.8%","7.1%","6.0%","13.5%","13.5%","15.0%","6.9%","6.0%","6.8%","3.1%","1.2%","(X)","25.6%","77.3%","74.4%","70.9%","14.5%","11.1%","201,553","50.8%","49.2%","(X)","30,147","43.0%","57.0%","(X)","","270,744","86.6%","13.4%","86.6%","59.8%","4.4%","0.9%","0.0%","0.0%","0.0%","0.0%","11.6%","1.8%","1.4%","4.3%","0.5%","2.1%","0.3%","1.2%","0.3%","0.0%","0.0%","0.1%","0.2%","9.5%","13.4%","1.2%","0.8%","1.5%","0.1%","","270,744","72.1%","6.6%","2.4%","14.1%","0.9%","18.4%","","270,744","34.9%","24.5%","0.7%","0.6%","9.0%","65.1%","43.9%","4.2%","0.2%","11.2%","0.3%","0.5%","4.8%","0.7%","4.1%","(X)","","183,295","51.1%","48.9%"
"North Antelope Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","204,950","103,675","101,275","102.4","14,018","14,121","18,911","15,882","12,429","29,163","27,488","24,675","13,152","11,673","14,450","6,725","2,263","34.2","56,838","155,279","148,112","138,993","29,979","23,438","148,112","74,303","73,809","100.7","23,438","10,475","12,963","80.8","","204,950","177,911","27,039","177,911","105,061","37,348","2,251","256","13","71","38","8,011","989","784","3,876","493","622","293","954","225","104","34","44","43","25,015","27,039","2,093","1,081","1,840","482","","204,950","129,651","42,245","5,172","10,818","601","45,305","","204,950","90,780","73,989","1,354","431","15,006","114,170","61,423","36,437","1,000","7,765","218","904","6,423","821","5,602","68,161","","138,863","69,681","69,182"
"    Percent","","204,950","50.6%","49.4%","(X)","6.8%","6.9%","9.2%","7.7%","6.1%","14.2%","13.4%","12.0%","6.4%","5.7%","7.1%","3.3%","1.1%","(X)","27.7%","75.8%","72.3%","67.8%","14.6%","11.4%","148,112","50.2%","49.8%","(X)","23,438","44.7%","55.3%","(X)","","204,950","86.8%","13.2%","86.8%","51.3%","18.2%","1.1%","0.1%","0.0%","0.0%","0.0%","3.9%","0.5%","0.4%","1.9%","0.2%","0.3%","0.1%","0.5%","0.1%","0.1%","0.0%","0.0%","0.0%","12.2%","13.2%","1.0%","0.5%","0.9%","0.2%","","204,950","63.3%","20.6%","2.5%","5.3%","0.3%","22.1%","","204,950","44.3%","36.1%","0.7%","0.2%","7.3%","55.7%","30.0%","17.8%","0.5%","3.8%","0.1%","0.4%","3.1%","0.4%","2.7%","(X)","","138,863","50.2%","49.8%"
"Palos Verdes CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","92,354","45,290","47,064","96.2","4,281","5,032","6,336","6,182","4,063","7,528","8,846","13,471","8,030","6,832","11,721","6,367","3,665","48.5","19,709","75,434","72,645","69,817","25,546","21,753","72,645","35,590","37,055","96.0","21,753","10,660","11,093","96.1","","92,354","83,539","8,815","83,539","53,506","2,727","296","40","0","0","23","22,675","1,829","6,588","2,442","5,139","4,307","436","1,934","110","57","13","39","1","4,225","8,815","865","458","3,492","3","","92,354","61,715","3,997","1,043","27,019","462","7,499","","92,354","15,185","11,219","617","371","2,978","77,169","46,036","2,654","129","22,507","110","243","5,490","445","5,045","37,018","","65,521","32,304","33,217"
